review_id,review,rating,date,bank,sentiment_label,sentiment_score,identified_theme,is_high_risk,review_word_count,is_short_review,detected_language,translated_review
334,not working,5,2026-04-01,Commercial Bank of Ethiopia,NEGATIVE,0.0002221465110778,Feature Request / General,0,2,True,en,not working
335,it's fast and easy nice,5,2026-04-01,Commercial Bank of Ethiopia,POSITIVE,0.999872088432312,UI & Design,0,5,False,en,it's fast and easy nice
336,Good,1,2026-04-01,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
337,girms,5,2026-04-01,Commercial Bank of Ethiopia,POSITIVE,0.9923914074897766,Feature Request / General,0,1,True,en,girms
338,"this platform is very useful for exchanging payment ,than *889#(it's slower ).🙏🙏",5,2026-04-01,Commercial Bank of Ethiopia,NEGATIVE,0.0037149190902709,Transaction Performance,0,12,False,en,"this platform is very useful for exchanging payment ,than *889#(it's slower ).🙏🙏"
339,best,5,2026-04-01,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,Feature Request / General,0,1,True,en,best
340,Good app,5,2026-03-31,Commercial Bank of Ethiopia,POSITIVE,0.9998493194580078,Feature Request / General,0,2,True,en,Good app
341,very excellent application the number one bank of Ethiopia thanks,5,2026-03-31,Commercial Bank of Ethiopia,POSITIVE,0.9998600482940674,Feature Request / General,0,10,False,en,very excellent application the number one bank of Ethiopia thanks
342,I can't use the app months ago. It stopped working with Mobile data and WiFi. I didn't know the cause. Why this app is not compatible with Android 8?,3,2026-03-31,Commercial Bank of Ethiopia,NEGATIVE,0.000391662120819,Feature Request / General,0,29,False,en,I can't use the app months ago. It stopped working with Mobile data and WiFi. I didn't know the cause. Why this app is not compatible with Android 8?
343,not working,3,2026-03-31,Commercial Bank of Ethiopia,NEGATIVE,0.0002221465110778,Feature Request / General,0,2,True,en,not working
344,"very nice app, but charge more.",5,2026-03-31,Commercial Bank of Ethiopia,POSITIVE,0.9977237582206726,Feature Request / General,0,6,False,en,"very nice app, but charge more."
345,Why mobile Banking is not functional?,2,2026-03-31,Commercial Bank of Ethiopia,NEGATIVE,0.0003604888916015,Feature Request / General,0,6,False,en,Why mobile Banking is not functional?
346,does this app support international transactions,3,2026-03-31,Commercial Bank of Ethiopia,POSITIVE,0.9887037873268129,Transaction Performance,0,6,False,en,does this app support international transactions
347,i use CBE almost more than 5 years,3,2026-03-30,Commercial Bank of Ethiopia,NEGATIVE,0.0985776185989379,Feature Request / General,0,8,False,en,i use CBE almost more than 5 years
348,this app essential app on this time,5,2026-03-30,Commercial Bank of Ethiopia,POSITIVE,0.9950023293495178,Transaction Performance,0,7,False,en,this app essential app on this time
349,"After update not working at all, I live in abroad.",1,2026-03-30,Commercial Bank of Ethiopia,NEGATIVE,0.102670669555664,Feature Request / General,0,10,False,en,"After update not working at all, I live in abroad."
350,best app,5,2026-03-30,Commercial Bank of Ethiopia,POSITIVE,0.999686598777771,Feature Request / General,0,2,True,en,best app
351,nice,1,2026-03-30,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,Feature Request / General,0,1,True,en,nice
352,it is not well functional. It always sluggish and poor application. n Not interested because always straggling .,1,2026-03-30,Commercial Bank of Ethiopia,NEGATIVE,0.0001804232597351,Feature Request / General,0,18,False,en,it is not well functional. It always sluggish and poor application. n Not interested because always straggling .
353,best bank ever,5,2026-03-30,Commercial Bank of Ethiopia,POSITIVE,0.9998133778572084,Feature Request / General,0,3,True,en,best bank ever
354,Pleas allow self service on Mobile banking.,5,2026-03-29,Commercial Bank of Ethiopia,NEGATIVE,0.0215572118759155,Customer Support,0,7,False,en,Pleas allow self service on Mobile banking.
355,saved transactions doesn't work properly it doesn't show transactions before a month only shows recent transactions even after I set filter date range,1,2026-03-29,Commercial Bank of Ethiopia,NEGATIVE,0.0033324360847473,Transaction Performance,1,23,False,en,saved transactions doesn't work properly it doesn't show transactions before a month only shows recent transactions even after I set filter date range
356,good,5,2026-03-29,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
357,easygoing & Convenient to use.,5,2026-03-29,Commercial Bank of Ethiopia,POSITIVE,0.9991795420646667,UI & Design,0,5,False,en,easygoing & Convenient to use.
358,Thank you,5,2026-03-28,Commercial Bank of Ethiopia,POSITIVE,0.9998352527618408,Feature Request / General,0,2,True,en,Thank you
359,good,5,2026-03-28,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
360,nice,5,2026-03-28,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,Feature Request / General,0,1,True,en,nice
361,excellent,5,2026-03-28,Commercial Bank of Ethiopia,POSITIVE,0.9998434782028198,Feature Request / General,0,1,True,en,excellent
362,It charges high amount of service charge.,1,2026-03-28,Commercial Bank of Ethiopia,POSITIVE,0.9774951338768004,Customer Support,0,7,False,en,It charges high amount of service charge.
363,best,5,2026-03-28,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,Feature Request / General,0,1,True,en,best
364,good,5,2026-03-27,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
365,melkam new,4,2026-03-27,Commercial Bank of Ethiopia,NEUTRAL,0.0,Feature Request / General,0,2,True,om,I milk new
366,Very good service all times,5,2026-03-25,Commercial Bank of Ethiopia,POSITIVE,0.9998514652252196,Customer Support,0,5,False,en,Very good service all times
367,ohh very useful and easy for use,5,2026-03-25,Commercial Bank of Ethiopia,POSITIVE,0.9979259967803956,UI & Design,0,7,False,en,ohh very useful and easy for use
368,wow,5,2026-03-25,Commercial Bank of Ethiopia,POSITIVE,0.999592125415802,Feature Request / General,0,1,True,en,wow
369,good application,5,2026-03-25,Commercial Bank of Ethiopia,POSITIVE,0.999854564666748,Feature Request / General,0,2,True,en,good application
370,good,5,2026-03-25,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
371,its good,5,2026-03-24,Commercial Bank of Ethiopia,POSITIVE,0.9998385906219482,Feature Request / General,0,2,True,en,its good
372,so nice,5,2026-03-24,Commercial Bank of Ethiopia,POSITIVE,0.9998610019683838,Feature Request / General,0,2,True,en,so nice
373,it nice and fast but usually it bad the connection by 4g network it still bad,4,2026-03-24,Commercial Bank of Ethiopia,NEGATIVE,0.0011197924613952,Feature Request / General,0,16,False,en,it nice and fast but usually it bad the connection by 4g network it still bad
374,not work app,5,2026-03-23,Commercial Bank of Ethiopia,NEGATIVE,0.0003286600112915,Feature Request / General,0,3,True,en,not work app
375,nice App,5,2026-03-22,Commercial Bank of Ethiopia,POSITIVE,0.9998061060905457,Feature Request / General,0,2,True,en,nice App
376,CBE is my beast one for any transactions,5,2026-03-22,Commercial Bank of Ethiopia,POSITIVE,0.9963353872299194,Transaction Performance,0,8,False,en,CBE is my beast one for any transactions
377,very good,5,2026-03-22,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716676,Feature Request / General,0,2,True,en,very good
378,I Am Proud Of CBE Period!!!,5,2026-03-22,Commercial Bank of Ethiopia,POSITIVE,0.9998430013656616,Feature Request / General,0,6,False,en,I Am Proud Of CBE Period!!!
379,digital banking,5,2026-03-21,Commercial Bank of Ethiopia,POSITIVE,0.9698484539985656,Feature Request / General,0,2,True,en,digital banking
380,it is very good service you are giving,5,2026-03-21,Commercial Bank of Ethiopia,POSITIVE,0.9998605251312256,Customer Support,0,8,False,en,it is very good service you are giving
381,ps fast and easy,5,2026-03-21,Commercial Bank of Ethiopia,POSITIVE,0.9974810481071472,UI & Design,0,4,False,en,ps fast and easy
382,nice app for me,3,2026-03-21,Commercial Bank of Ethiopia,POSITIVE,0.9997487664222716,Feature Request / General,0,4,False,en,nice app for me
383,vibe,4,2026-03-21,Commercial Bank of Ethiopia,POSITIVE,0.998847246170044,Feature Request / General,0,1,True,en,vibe
384,Tajajilli keessan dubati Hafadha አገልግሎታችሁን ዱባቲ ሀፋድህን አቆይ Your service will stay behind,1,2026-03-21,Commercial Bank of Ethiopia,NEUTRAL,0.0,Feature Request / General,0,13,False,am,Tajajilli keessan dubati Hafadha Your service will stay behind
385,ገላግሌ ብየዋለው ጥድት ያለ አፕ,5,2026-03-20,Commercial Bank of Ethiopia,NEUTRAL,0.0,Feature Request / General,0,5,False,am,I called it a pine tree
386,best app i like it,5,2026-03-20,Commercial Bank of Ethiopia,POSITIVE,0.9997627139091492,Feature Request / General,0,5,False,en,best app i like it
387,it is really very poor application. i've ever experienced.,1,2026-03-20,Commercial Bank of Ethiopia,NEGATIVE,0.0002029538154602,Feature Request / General,0,9,False,en,it is really very poor application. i've ever experienced.
388,wow ✌️,5,2026-03-19,Commercial Bank of Ethiopia,POSITIVE,0.9992976188659668,Feature Request / General,0,2,True,en,wow ✌️
389,EASY & SIMLPE TO MANIPULATE. COGRATS !!,4,2026-03-19,Commercial Bank of Ethiopia,NEGATIVE,0.0144277215003967,UI & Design,0,7,False,en,EASY & SIMLPE TO MANIPULATE. COGRATS !!
390,zewediesh,4,2026-03-19,Commercial Bank of Ethiopia,NEGATIVE,0.0970023274421691,Feature Request / General,0,1,True,en,zewediesh
391,nice app,4,2026-03-19,Commercial Bank of Ethiopia,POSITIVE,0.9998061060905457,Feature Request / General,0,2,True,en,nice app
392,Perfect App,5,2026-03-19,Commercial Bank of Ethiopia,POSITIVE,0.9998340606689452,Feature Request / General,0,2,True,en,Perfect App
393,🆗 g,5,2026-03-19,Commercial Bank of Ethiopia,NEUTRAL,0.5323761701583862,Feature Request / General,0,2,True,en,🆗 g
394,the best app of mobile banking,5,2026-03-18,Commercial Bank of Ethiopia,POSITIVE,0.9998237490653992,Feature Request / General,0,6,False,en,the best app of mobile banking
395,ዝም ብሉ ይዞራል 😡😡😡,3,2026-03-18,Commercial Bank of Ethiopia,NEUTRAL,0.0,Feature Request / General,0,4,False,am,"Shut up, it will turn around 😡😡😡"
396,the bank You can always relay on!,5,2026-03-18,Commercial Bank of Ethiopia,POSITIVE,0.9955812096595764,Feature Request / General,0,7,False,en,the bank You can always relay on!
397,good,1,2026-03-18,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
398,ok,5,2026-03-18,Commercial Bank of Ethiopia,POSITIVE,0.9997851252555848,Feature Request / General,0,1,True,en,ok
399,good,5,2026-03-18,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
400,"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally.",4,2026-03-17,Commercial Bank of Ethiopia,NEGATIVE,0.0008344650268554,Feature Request / General,0,34,False,en,"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally."
401,10Q U,5,2026-03-17,Commercial Bank of Ethiopia,NEGATIVE,0.2157835364341735,Feature Request / General,0,2,True,en,10Q U
402,very interesting,5,2026-03-17,Commercial Bank of Ethiopia,POSITIVE,0.999863862991333,Feature Request / General,0,2,True,en,very interesting
403,"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",3,2026-03-17,Commercial Bank of Ethiopia,NEGATIVE,0.000604510307312,Account Access,0,16,False,en,"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish."
404,it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,1,2026-03-17,Commercial Bank of Ethiopia,NEGATIVE,0.000352144241333,Feature Request / General,0,25,False,en,it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !
405,This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,1,2026-03-17,Commercial Bank of Ethiopia,NEGATIVE,0.0002160668373107,Transaction Performance,1,27,False,en,This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it
406,ልስን,4,2026-03-17,Commercial Bank of Ethiopia,NEUTRAL,0.0,Feature Request / General,0,1,True,am,let us
407,new app,5,2026-03-17,Commercial Bank of Ethiopia,POSITIVE,0.9902405738830566,Feature Request / General,0,2,True,en,new app
408,Nice,5,2026-03-17,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,Feature Request / General,0,1,True,en,Nice
409,it can't showed transaction history perfectly,1,2026-03-16,Commercial Bank of Ethiopia,NEGATIVE,0.0004114508628845,Transaction Performance,1,6,False,en,it can't showed transaction history perfectly
410,it have to be work on all smart phone ratherthan limitted by version,1,2026-03-16,Commercial Bank of Ethiopia,NEGATIVE,0.0159564614295959,Feature Request / General,0,13,False,en,it have to be work on all smart phone ratherthan limitted by version
411,All right 👍,5,2026-03-16,Commercial Bank of Ethiopia,POSITIVE,0.999824583530426,Feature Request / General,0,3,True,en,All right 👍
412,you can transfer br,5,2026-03-16,Commercial Bank of Ethiopia,POSITIVE,0.9933522939682008,Transaction Performance,0,4,False,en,you can transfer br
413,well,5,2026-03-16,Commercial Bank of Ethiopia,POSITIVE,0.9995703101158142,Feature Request / General,0,1,True,en,well
414,not properly work,2,2026-03-16,Commercial Bank of Ethiopia,NEGATIVE,0.0002124905586242,Feature Request / General,0,3,True,en,not properly work
415,nice app,5,2026-03-16,Commercial Bank of Ethiopia,POSITIVE,0.9998061060905457,Feature Request / General,0,2,True,en,nice app
416,proud of CBE. CBE is my everyday day choice and confidence.,5,2026-03-15,Commercial Bank of Ethiopia,POSITIVE,0.9998643398284912,Feature Request / General,0,11,False,en,proud of CBE. CBE is my everyday day choice and confidence.
417,It would be great if you could add tele birr agent to the transfer to wallet.,2,2026-03-15,Commercial Bank of Ethiopia,NEGATIVE,0.0038908123970031,Transaction Performance,1,16,False,en,It would be great if you could add tele birr agent to the transfer to wallet.
418,love,5,2026-03-15,Commercial Bank of Ethiopia,POSITIVE,0.9998735189437866,Feature Request / General,0,1,True,en,love
419,"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights.",3,2026-03-14,Commercial Bank of Ethiopia,NEGATIVE,0.0004059672355651,Account Access,0,90,False,en,"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights."
420,"it's good, but sometime the app can not be fast and it will need upgraeds.....?",4,2026-03-14,Commercial Bank of Ethiopia,NEGATIVE,0.0035121440887451,Feature Request / General,0,15,False,en,"it's good, but sometime the app can not be fast and it will need upgraeds.....?"
421,I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you,4,2026-03-14,Commercial Bank of Ethiopia,NEGATIVE,0.0011647343635559,Feature Request / General,0,27,False,en,I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you
422,wonderful Pp,5,2026-03-14,Commercial Bank of Ethiopia,POSITIVE,0.9998849630355836,Feature Request / General,0,2,True,en,wonderful Pp
423,ok,5,2026-03-14,Commercial Bank of Ethiopia,POSITIVE,0.9997851252555848,Feature Request / General,0,1,True,en,ok
424,l want Mobile banks code,5,2026-03-13,Commercial Bank of Ethiopia,NEGATIVE,0.0189526677131652,Account Access,0,5,False,en,l want Mobile banks code
425,My application are not working,5,2026-03-13,Commercial Bank of Ethiopia,NEGATIVE,0.0002149939537048,Feature Request / General,0,5,False,en,My application are not working
426,its good customer support,4,2026-03-13,Commercial Bank of Ethiopia,POSITIVE,0.9998515844345092,Customer Support,0,4,False,en,its good customer support
427,Can't active now,3,2026-03-13,Commercial Bank of Ethiopia,NEGATIVE,0.0009044408798217,Feature Request / General,0,3,True,en,Can't active now
428,this app is really make me excited 😊,5,2026-03-13,Commercial Bank of Ethiopia,POSITIVE,0.9994534850120544,Feature Request / General,0,8,False,en,this app is really make me excited 😊
429,ok,5,2026-03-13,Commercial Bank of Ethiopia,POSITIVE,0.9997851252555848,Feature Request / General,0,1,True,en,ok
430,Easy to use and best way for online transactions in Ethiopia.,4,2026-03-12,Commercial Bank of Ethiopia,POSITIVE,0.9341235756874084,Transaction Performance,0,11,False,en,Easy to use and best way for online transactions in Ethiopia.
431,good,5,2026-03-12,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
432,ቸርነት ገበየሁ,5,2026-03-12,Commercial Bank of Ethiopia,POSITIVE,0.4588,Feature Request / General,0,2,True,am,I bought goodness
433,"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises.",1,2026-03-12,Commercial Bank of Ethiopia,NEGATIVE,0.0002674460411071,Customer Support,0,58,False,en,"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises."
434,good,5,2026-03-12,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
435,thanks for my custom,5,2026-03-12,Commercial Bank of Ethiopia,POSITIVE,0.9995878338813782,Feature Request / General,0,4,False,en,thanks for my custom
436,is good always not work not access.,2,2026-03-11,Commercial Bank of Ethiopia,POSITIVE,0.7839502096176147,Account Access,1,7,False,en,is good always not work not access.
437,perfect 👌,5,2026-03-11,Commercial Bank of Ethiopia,POSITIVE,0.9998273849487304,Feature Request / General,0,2,True,en,perfect 👌
438,Baankiin Daldala Itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa Mata duree ykn Handhuura baankii hundaati,5,2026-03-11,Commercial Bank of Ethiopia,POSITIVE,0.765,Feature Request / General,0,15,False,om,Remember that Commercial Bank of Ethiopia is a great asset to us It is the Head or Capital of every bank
439,The worst Application,1,2026-03-10,Commercial Bank of Ethiopia,NEGATIVE,0.0002087950706481,Feature Request / General,0,3,True,en,The worst Application
440,keepup the good work thanks,5,2026-03-10,Commercial Bank of Ethiopia,POSITIVE,0.9998656511306764,Feature Request / General,0,5,False,en,keepup the good work thanks
441,it good,5,2026-03-10,Commercial Bank of Ethiopia,POSITIVE,0.9998427629470824,Feature Request / General,0,2,True,en,it good
442,loved,5,2026-03-10,Commercial Bank of Ethiopia,POSITIVE,0.999881386756897,Feature Request / General,0,1,True,en,loved
443,❤,5,2026-03-10,Commercial Bank of Ethiopia,NEGATIVE,0.3029435276985168,Feature Request / General,0,1,True,en,❤
444,good,5,2026-03-09,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
445,exellent app!!!!!,5,2026-03-09,Commercial Bank of Ethiopia,NEGATIVE,0.4139871001243591,Feature Request / General,0,2,True,en,exellent app!!!!!
446,it's good,3,2026-03-09,Commercial Bank of Ethiopia,POSITIVE,0.9998360872268676,Feature Request / General,0,2,True,en,it's good
447,easy to use,5,2026-03-09,Commercial Bank of Ethiopia,POSITIVE,0.9988542795181274,UI & Design,0,3,True,en,easy to use
448,good,5,2026-03-09,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
449,Very Good service,5,2026-03-09,Commercial Bank of Ethiopia,POSITIVE,0.9998648166656494,Customer Support,0,3,True,en,Very Good service
450,The most dictator app in the banking industry. you beg for your own amount.,1,2026-03-09,Commercial Bank of Ethiopia,NEGATIVE,0.013541042804718,Feature Request / General,0,14,False,en,The most dictator app in the banking industry. you beg for your own amount.
451,Very good,5,2026-03-08,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716676,Feature Request / General,0,2,True,en,Very good
452,ጥሩ ነው,5,2026-03-08,Commercial Bank of Ethiopia,POSITIVE,0.4404,Feature Request / General,0,2,True,am,it's good
453,ቀርፋፋ ነዉ,2,2026-03-08,Commercial Bank of Ethiopia,NEUTRAL,0.0,Transaction Performance,1,2,True,am,It is slow
454,their is no option to write the code and it is not functioning and i can't find the setting,1,2026-03-07,Commercial Bank of Ethiopia,NEGATIVE,0.0002084374427795,Account Access,1,19,False,en,their is no option to write the code and it is not functioning and i can't find the setting
455,I like it,4,2026-03-07,Commercial Bank of Ethiopia,POSITIVE,0.99985933303833,Feature Request / General,0,3,True,en,I like it
456,slowing on connection.,3,2026-03-07,Commercial Bank of Ethiopia,NEGATIVE,0.0074750781059265,Transaction Performance,0,3,True,en,slowing on connection.
457,please release an app which can work for all android versions.,1,2026-03-07,Commercial Bank of Ethiopia,POSITIVE,0.818067193031311,Feature Request / General,0,11,False,en,please release an app which can work for all android versions.
458,"The previous application is good, but currently, after updating the application, everything is not working properly.",1,2026-03-07,Commercial Bank of Ethiopia,NEGATIVE,0.0006912946701049,Feature Request / General,0,16,False,en,"The previous application is good, but currently, after updating the application, everything is not working properly."
459,first bank itoophiyaa nigd bank,5,2026-03-06,Commercial Bank of Ethiopia,NEGATIVE,0.0177997350692749,Feature Request / General,0,5,False,en,first bank itoophiyaa nigd bank
460,Good,5,2026-03-06,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
461,heddu gaalatoma,5,2026-03-06,Commercial Bank of Ethiopia,POSITIVE,0.3612,Feature Request / General,0,2,True,om,thank you very much
462,"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)",4,2026-03-06,Commercial Bank of Ethiopia,NEGATIVE,0.0012760758399963,Feature Request / General,0,31,False,en,"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)"
463,this is best app,4,2026-03-06,Commercial Bank of Ethiopia,POSITIVE,0.9996013045310974,Feature Request / General,0,4,False,en,this is best app
464,"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4",3,2026-03-06,Commercial Bank of Ethiopia,NEGATIVE,0.0022224783897399,Feature Request / General,0,15,False,en,"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4"
465,"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!",1,2026-03-06,Commercial Bank of Ethiopia,NEGATIVE,0.0008544921875,Transaction Performance,1,22,False,en,"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!"
466,I am using most of my financial things smoothly.,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.9986477494239808,Feature Request / General,0,9,False,en,I am using most of my financial things smoothly.
467,good,4,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
468,Nice,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.9998552799224854,Feature Request / General,0,1,True,en,Nice
469,ወደ ቴሌ ለማስተላለፍ ዕምብ አለ,5,2026-03-05,Commercial Bank of Ethiopia,NEUTRAL,0.0,Transaction Performance,0,5,False,am,There is a plum to transfer to the TV
470,nic,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.9977141618728638,Feature Request / General,0,1,True,en,nic
471,good,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
472,Excellent app,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.9998356103897096,Feature Request / General,0,2,True,en,Excellent app
473,ok,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.9997851252555848,Feature Request / General,0,1,True,en,ok
474,I like this apk and also I can accessed it wel!,5,2026-03-05,Commercial Bank of Ethiopia,POSITIVE,0.9989110231399536,Account Access,0,11,False,en,I like this apk and also I can accessed it wel!
475,This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?,1,2026-03-04,Commercial Bank of Ethiopia,NEGATIVE,0.0005291104316711,Feature Request / General,0,30,False,en,This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?
476,best,5,2026-03-04,Commercial Bank of Ethiopia,POSITIVE,0.9997941851615906,Feature Request / General,0,1,True,en,best
477,it's very good apps I like it,5,2026-03-04,Commercial Bank of Ethiopia,POSITIVE,0.9998809099197388,Feature Request / General,0,7,False,en,it's very good apps I like it
478,Good work,5,2026-03-04,Commercial Bank of Ethiopia,POSITIVE,0.999841332435608,Feature Request / General,0,2,True,en,Good work
479,"Good app, Thanks",5,2026-03-04,Commercial Bank of Ethiopia,POSITIVE,0.999849796295166,Feature Request / General,0,3,True,en,"Good app, Thanks"
480,my choice,5,2026-03-04,Commercial Bank of Ethiopia,POSITIVE,0.9978784322738647,Feature Request / General,0,2,True,en,my choice
481,strong 💪,5,2026-03-03,Commercial Bank of Ethiopia,POSITIVE,0.9998496770858764,Feature Request / General,0,2,True,en,strong 💪
482,Good,5,2026-03-03,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,Good
483,Excellent,5,2026-03-03,Commercial Bank of Ethiopia,POSITIVE,0.9998434782028198,Feature Request / General,0,1,True,en,Excellent
484,Your app is not working for android version 8. pls make it available!!,2,2026-03-03,Commercial Bank of Ethiopia,NEGATIVE,0.001301884651184,Feature Request / General,0,13,False,en,Your app is not working for android version 8. pls make it available!!
485,I couldn't pay/transfer to my loan account. Would you mind updating your system?,3,2026-03-03,Commercial Bank of Ethiopia,NEGATIVE,0.0013075470924377,Account Access,0,13,False,en,I couldn't pay/transfer to my loan account. Would you mind updating your system?
486,it is good important applications gofowards cbe,5,2026-03-03,Commercial Bank of Ethiopia,POSITIVE,0.9993916749954224,Feature Request / General,0,7,False,en,it is good important applications gofowards cbe
487,sestem esy,1,2026-03-03,Commercial Bank of Ethiopia,NEUTRAL,0.0,Feature Request / General,0,2,True,om,six aces
488,account not raning,5,2026-03-03,Commercial Bank of Ethiopia,NEGATIVE,0.0390816330909729,Account Access,0,3,True,en,account not raning
489,bergit koranibachihu fetan agelgilot eyagegnen new.....💪,5,2026-03-03,Commercial Bank of Ethiopia,NEGATIVE,0.0569903850555419,Feature Request / General,0,6,False,en,bergit koranibachihu fetan agelgilot eyagegnen new.....💪
490,bad,1,2026-03-02,Commercial Bank of Ethiopia,NEGATIVE,0.0002176165580749,Feature Request / General,0,1,True,en,bad
491,nic,5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.9977141618728638,Feature Request / General,0,1,True,en,nic
492,"WOW, The bank I trust most",5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.9993656277656556,Feature Request / General,0,6,False,en,"WOW, The bank I trust most"
493,"I’m really glad you find the app useful, secure, and reliable.",5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.999055564403534,Feature Request / General,0,11,False,en,"I’m really glad you find the app useful, secure, and reliable."
494,wonderful,5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.9998772144317628,Feature Request / General,0,1,True,en,wonderful
495,good,5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.999816119670868,Feature Request / General,0,1,True,en,good
496,good application thanks very much,5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.9998576641082764,Feature Request / General,0,5,False,en,good application thanks very much
497,very good,5,2026-03-02,Commercial Bank of Ethiopia,POSITIVE,0.9998520612716676,Feature Request / General,0,2,True,en,very good
498,unbile to connect eyale aschegeren,1,2026-03-01,Commercial Bank of Ethiopia,NEGATIVE,0.0288417339324951,Feature Request / General,0,5,False,en,unbile to connect eyale aschegeren
